,Unnamed: 0,school,team,city,state_province,primary_conference,ncaa,team_page,svg_url
988,988,St. Lawrence University[A 5][A 6],Saints,Canton,NY,Liberty League,3,/wiki/Siena_Saints,https://upload.wikimedia.org/wikipedia/en/7/78/Siena_Saints_logo.svg
989,989,Saint Mary's College,Belles,Notre Dame,IN,Michigan Intercollegiate Athletic Association,3,,
990,990,St. Mary's College of Maryland,Seahawks,St. Mary's City,MD,United East Conference,3,/wiki/Wagner_Seahawks,https://upload.wikimedia.org/wikipedia/en/6/63/Wagner_Seahawks_logo.svg
991,991,Saint Mary's University of Minnesota,Cardinals,Winona,MN,Minnesota Intercollegiate Athletic Conference,3,/wiki/University_of_the_Incarnate_Word_Cardinals,https://upload.wikimedia.org/wikipedia/en/e/ea/Incarnate_Word_Cardinals_logo.svg
992,992,St. Norbert College,Green Knights,De Pere,WI,Northern Athletics Collegiate Conference,3,,
993,993,St. Olaf College,Oles,Northfield,MN,Minnesota Intercollegiate Athletic Conference,3,,
994,994,The College of St. Scholastica,Saints,Duluth,MN,Minnesota Intercollegiate Athletic Conference,3,/wiki/Siena_Saints,https://upload.wikimedia.org/wikipedia/en/7/78/Siena_Saints_logo.svg
995,995,University of St. Thomas (Texas)[A 14],Celts,Houston,TX,Southern Collegiate Athletic Conference,3,,
996,996,Saint Vincent College,Bearcats,Latrobe,PA,Presidents' Athletic Conference,3,/wiki/Cincinnati_Bearcats,https://upload.wikimedia.org/wikipedia/commons/2/2c/Cincinnati_Bearcats_logo.svg
997,997,Salem College,Spirits,Winston-Salem,NC,USA South Athletic Conference,3,,
998,998,Salem State University,Vikings,Salem,MA,Massachusetts State Collegiate Athletic Conference,3,/wiki/Portland_State_Vikings,https://upload.wikimedia.org/wikipedia/commons/4/48/Portland_State_Vikings_logo.svg
999,999,Salisbury University,Sea Gulls,Salisbury,MD,Coast to Coast Athletic Conference,3,,
1000,1000,Salve Regina University,Seahawks,Newport,RI,Commonwealth Coast Conference,3,/wiki/Wagner_Seahawks,https://upload.wikimedia.org/wikipedia/en/6/63/Wagner_Seahawks_logo.svg
1001,1001,Sarah Lawrence College,Gryphons,Yonkers,NY,Skyline Conference,3,,
1002,1002,Schreiner University,Mountaineers,Kerrville,TX,Southern Collegiate Athletic Conference,3,/wiki/West_Virginia_Mountaineers,https://upload.wikimedia.org/wikipedia/commons/e/e8/West_Virginia_Mountaineers_logo.svg
1003,1003,University of Scranton,Royals,Scranton,PA,Landmark Conference,3,/wiki/Queens_Royals,https://upload.wikimedia.org/wikipedia/en/e/e0/Queens_Royals_primary_logo.svg
1004,1004,Sewanee: The University of the South,Tigers,Sewanee,TN,Southern Athletic Association,3,/wiki/Pacific_Tigers,https://upload.wikimedia.org/wikipedia/en/5/5e/Pacific_Tigers_logo.svg
1005,1005,Shenandoah University,Hornets,Winchester,VA,Old Dominion Athletic Conference,3,/wiki/Delaware_State_Hornets,https://upload.wikimedia.org/wikipedia/en/d/db/Delaware_State_Hornets_logo.svg
1006,1006,Simmons University,Sharks,Boston,MA,Great Northeast Athletic Conference,3,/wiki/LIU_Sharks,https://upload.wikimedia.org/wikipedia/en/f/fd/LIU_Sharks_logo.svg
1007,1007,Simpson College,Storm,Indianola,IA,American Rivers Conference,3,,
1008,1008,Skidmore College,Thoroughbreds,Saratoga Springs,NY,Liberty League,3,,
1009,1009,Smith College,Pioneers,Northampton,MA,New England Women's and Men's Athletic Conference,3,/wiki/Denver_Pioneers,https://upload.wikimedia.org/wikipedia/commons/6/69/Denver_Pioneers_logo.svg
1010,1010,University of Southern Maine,Huskies,Portland,ME,Little East Conference,3,/wiki/Washington_Huskies,https://upload.wikimedia.org/wikipedia/commons/1/17/Washington_Huskies_logo.svg
1011,1011,Southern Virginia University,Knights,Buena Vista,VA,USA South Athletic Conference,3,/wiki/UCF_Knights,https://upload.wikimedia.org/wikipedia/commons/f/fd/UCF_Knights_logo.svg
1012,1012,Southwestern University,Pirates,Georgetown,TX,Southern Collegiate Athletic Conference,3,/wiki/Seton_Hall_Pirates,https://upload.wikimedia.org/wikipedia/en/e/e1/Seton_Hall_Pirates_logo.svg
1013,1013,Spalding University,Golden Eagles,Louisville,KY,St. Louis Intercollegiate Athletic Conference,3,/wiki/Southern_Miss_Golden_Eagles,https://upload.wikimedia.org/wikipedia/en/5/5d/Southern_Miss_Athletics_logo.svg
1014,1014,Springfield College,Pride,Springfield,MA,New England Women's and Men's Athletic Conference,3,/wiki/Hofstra_Pride,https://upload.wikimedia.org/wikipedia/en/1/12/Hofstra_Pride_logo.svg
1015,1015,Stevens Institute of Technology,Ducks,Hoboken,NJ,MAC Freedom,3,/wiki/Oregon_Ducks,https://upload.wikimedia.org/wikipedia/commons/f/f8/Oregon_Ducks_logo.svg
1016,1016,Stevenson University,Mustangs,Stevenson,MD,MAC Commonwealth,3,/wiki/SMU_Mustangs,https://upload.wikimedia.org/wikipedia/commons/3/33/SMU_Mustang_logo.svg
1017,1017,Stockton University,Ospreys,Pomona,NJ,New Jersey Athletic Conference,3,/wiki/North_Florida_Ospreys,https://upload.wikimedia.org/wikipedia/en/a/ac/North_Florida_Ospreys_logo.svg
1018,1018,Suffolk University,Rams,Boston,MA,Commonwealth Coast Conference,3,/wiki/VCU_Rams,https://upload.wikimedia.org/wikipedia/commons/b/bf/VCU_Rams_logo.svg
1019,1019,Sul Ross State University,Lobos,Alpine,TX,American Southwest Conference,3,/wiki/New_Mexico_Lobos,https://upload.wikimedia.org/wikipedia/en/4/45/New_Mexico_Lobos_logo.svg
1020,1020,Susquehanna University,River Hawks,Selinsgrove,PA,Landmark Conference,3,/wiki/UMass_Lowell_River_Hawks,https://upload.wikimedia.org/wikipedia/en/4/43/UMass_Lowell_River_Hawks_logo.svg
1021,1021,Swarthmore College,Garnet,Swarthmore,PA,Centennial Conference,3,,
1022,1022,Sweet Briar College,Vixens,Sweet Briar,VA,Old Dominion Athletic Conference,3,,
1023,1023,University of Texas at Dallas,Comets,Dallas,TX,American Southwest Conference,3,,
1024,1024,Texas Lutheran University,Bulldogs,Seguin,TX,Southern Collegiate Athletic Conference,3,/wiki/Yale_Bulldogs,https://upload.wikimedia.org/wikipedia/en/e/e5/Yale_Bulldogs_logo.svg
1025,1025,Thiel College,Tomcats,Greenville,PA,Presidents' Athletic Conference,3,,
1026,1026,Thomas College,Terriers,Waterville,ME,North Atlantic Conference,3,/wiki/Wofford_Terriers,https://upload.wikimedia.org/wikipedia/en/5/5b/Wofford_Terriers_logo.svg
1027,1027,Transylvania University,Pioneers,Lexington,KY,Heartland Collegiate Athletic Conference,3,/wiki/Denver_Pioneers,https://upload.wikimedia.org/wikipedia/commons/6/69/Denver_Pioneers_logo.svg
1028,1028,Trine University,Thunder,Angola,IN,Michigan Intercollegiate Athletic Association,3,,
1029,1029,Trinity College,Bantams,Hartford,CT,New England Small College Athletic Conference,3,,
1030,1030,Trinity University,Tigers,San Antonio,TX,Southern Collegiate Athletic Conference,3,/wiki/Pacific_Tigers,https://upload.wikimedia.org/wikipedia/en/5/5e/Pacific_Tigers_logo.svg
1031,1031,Trinity Washington University,Tigers,Washington,DC,Independent,3,/wiki/Pacific_Tigers,https://upload.wikimedia.org/wikipedia/en/5/5e/Pacific_Tigers_logo.svg
1032,1032,Tufts University,Jumbos,Medford,MA,New England Small College Athletic Conference,3,,
1033,1033,Union College[A 15][A 16],Dutchmen and Dutchwomen,Schenectady,NY,Liberty League,3,,
1034,1034,United States Coast Guard Academy (Coast Guard),Bears,New London,CT,New England Women's and Men's Athletic Conference,3,/wiki/Northern_Colorado_Bears,https://upload.wikimedia.org/wikipedia/en/f/f9/Northern_Colorado_Bears_logo.svg
1035,1035,United States Merchant Marine Academy (Merchant Marine),Mariners,Kings Point,NY,Skyline Conference,3,,
1036,1036,Ursinus College,Bears,Collegeville,PA,Centennial Conference,3,/wiki/Northern_Colorado_Bears,https://upload.wikimedia.org/wikipedia/en/f/f9/Northern_Colorado_Bears_logo.svg
1037,1037,Utica College,Pioneers,Utica,NY,Empire 8,3,/wiki/Denver_Pioneers,https://upload.wikimedia.org/wikipedia/commons/6/69/Denver_Pioneers_logo.svg
1038,1038,University of Valley Forge,Patriots,Phoenixville,PA,Colonial States Athletic Conference,3,/wiki/George_Mason_Patriots,https://upload.wikimedia.org/wikipedia/en/f/f8/George_Mason_Patriots_logo.svg
1039,1039,Vassar College,Brewers,Poughkeepsie,NY,Liberty League,3,,
1040,1040,Virginia Wesleyan University,Marlins,Virginia Beach,VA,Old Dominion Athletic Conference,3,,
1041,1041,Wabash College,Little Giants,Crawfordsville,IN,North Coast Athletic Conference,3,,
1042,1042,Warren Wilson College[A 2],Owls,Swannanoa,NC,Independent,3,,
1043,1043,Wartburg College,Knights,Waverly,IA,American Rivers Conference,3,/wiki/UCF_Knights,https://upload.wikimedia.org/wikipedia/commons/f/fd/UCF_Knights_logo.svg
1044,1044,Washington & Jefferson College,Presidents,Washington,PA,Presidents' Athletic Conference,3,,
1045,1045,Washington and Lee University,Generals,Lexington,VA,Old Dominion Athletic Conference,3,,
1046,1046,Washington College,Shoremen,Chestertown,MD,Centennial Conference,3,,
1047,1047,Washington University in St. Louis,Bears,St. Louis,MO,University Athletic Association,3,/wiki/Northern_Colorado_Bears,https://upload.wikimedia.org/wikipedia/en/f/f9/Northern_Colorado_Bears_logo.svg
1048,1048,Waynesburg University,Yellow Jackets,Waynesburg,PA,Presidents' Athletic Conference,3,/wiki/Georgia_Tech_Yellow_Jackets,https://upload.wikimedia.org/wikipedia/commons/b/bf/Georgia_Tech_Yellow_Jackets_logo.svg
1049,1049,Webster University,Gorloks,St. Louis,MO,St. Louis Intercollegiate Athletic Conference,3,,
1050,1050,Wellesley College,Blue,Wellesley,MA,New England Women's and Men's Athletic Conference,3,,
1051,1051,Wells College,Express,Aurora,NY,United East Conference,3,,
1052,1052,Wentworth Institute of Technology,Leopards,Boston,MA,Commonwealth Coast Conference,3,/wiki/Lafayette_Leopards,https://upload.wikimedia.org/wikipedia/en/8/8f/Lafayette_Leopards_logo.svg
1053,1053,Wesleyan College,Wolves,Macon,GA,USA South Athletic Conference(Collegiate Conference of the South in 2022),3,,
1054,1054,Wesleyan University,Cardinals,Middletown,CT,New England Small College Athletic Conference,3,/wiki/University_of_the_Incarnate_Word_Cardinals,https://upload.wikimedia.org/wikipedia/en/e/ea/Incarnate_Word_Cardinals_logo.svg
1055,1055,Western Connecticut State University,Colonials,Danbury,CT,Little East Conference,3,/wiki/George_Washington_Colonials,https://upload.wikimedia.org/wikipedia/commons/a/aa/George_Washington_Colonials_logo.svg
1056,1056,Western New England University,Golden Bears,Springfield,MA,Commonwealth Coast Conference,3,/wiki/California_Golden_Bears,https://upload.wikimedia.org/wikipedia/commons/8/8b/California_Golden_Bears_logo.svg
1057,1057,Westfield State University,Owls,Westfield,MA,Massachusetts State Collegiate Athletic Conference,3,,
1058,1058,Westminster College,Blue Jays,Fulton,MO,St. Louis Intercollegiate Athletic Conference,3,,
1059,1059,Westminster College,Titans,New Wilmington,PA,Presidents' Athletic Conference,3,/wiki/Detroit_Mercy_Titans,https://upload.wikimedia.org/wikipedia/en/a/a6/Detroit_Titans_logo.svg
1060,1060,Wheaton College,Thunder,Wheaton,IL,College Conference of Illinois and Wisconsin,3,,
1061,1061,Wheaton College,Lyons,Norton,MA,New England Women's and Men's Athletic Conference,3,,
1062,1062,Whitman College,Blues,Walla Walla,WA,Northwest Conference,3,,
1063,1063,Whittier College,Poets,Whittier,CA,Southern California Intercollegiate Athletic Conference,3,,
1064,1064,Whitworth University,Pirates,Spokane,WA,Northwest Conference,3,/wiki/Seton_Hall_Pirates,https://upload.wikimedia.org/wikipedia/en/e/e1/Seton_Hall_Pirates_logo.svg
1065,1065,Widener University,Pride,Chester,PA,MAC Commonwealth,3,/wiki/Hofstra_Pride,https://upload.wikimedia.org/wikipedia/en/1/12/Hofstra_Pride_logo.svg
1066,1066,Wilkes University,Colonels,Wilkes-Barre,PA,MAC Freedom(Landmark Conference in 2023),3,/wiki/Nicholls_Colonels,https://upload.wikimedia.org/wikipedia/en/b/bb/Nicholls_State_Colonels_logo.svg
1067,1067,Willamette University,Bearcats,Salem,OR,Northwest Conference,3,/wiki/Cincinnati_Bearcats,https://upload.wikimedia.org/wikipedia/commons/2/2c/Cincinnati_Bearcats_logo.svg
1068,1068,William Paterson University,Pioneers,Wayne,NJ,New Jersey Athletic Conference,3,/wiki/Denver_Pioneers,https://upload.wikimedia.org/wikipedia/commons/6/69/Denver_Pioneers_logo.svg
1069,1069,William Peace University,Pacers,Raleigh,NC,USA South Athletic Conference,3,,
1070,1070,William Smith College,Herons,Geneva,NY,Liberty League,3,,
1071,1071,Williams College,Ephs,Williamstown,MA,New England Small College Athletic Conference,3,,
1072,1072,Wilmington College,Quakers,Wilmington,OH,Ohio Athletic Conference,3,/wiki/Penn_Quakers,https://upload.wikimedia.org/wikipedia/commons/c/c7/Penn_Quakers_logo.svg
1073,1073,Wilson College,Phoenix,Chambersburg,PA,Colonial States Athletic Conference,3,/wiki/Green_Bay_Phoenix,https://upload.wikimedia.org/wikipedia/commons/1/17/Green_Bay_Phoenix_logo.svg
1074,1074,University of Wisconsin–Eau Claire,Blugolds,Eau Claire,WI,Wisconsin Intercollegiate Athletic Conference,3,,
1075,1075,University of Wisconsin–La Crosse,Eagles,La Crosse,WI,Wisconsin Intercollegiate Athletic Conference,3,,
1076,1076,Wisconsin Lutheran College,Warriors,Milwaukee,WI,Northern Athletics Collegiate Conference,3,,
1077,1077,University of Wisconsin–Oshkosh,Titans,Oshkosh,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Detroit_Mercy_Titans,https://upload.wikimedia.org/wikipedia/en/a/a6/Detroit_Titans_logo.svg
1078,1078,University of Wisconsin–Platteville,Pioneers,Platteville,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Denver_Pioneers,https://upload.wikimedia.org/wikipedia/commons/6/69/Denver_Pioneers_logo.svg
1079,1079,University of Wisconsin–River Falls,Falcons,River Falls,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Air_Force_Falcons,https://upload.wikimedia.org/wikipedia/commons/d/dc/Air_Force_Falcons_logo.svg
1080,1080,University of Wisconsin–Stevens Point,Pointers,Stevens Point,WI,Wisconsin Intercollegiate Athletic Conference,3,,
1081,1081,University of Wisconsin–Stout,Blue Devils,Menomonie,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Duke_Blue_Devils,https://upload.wikimedia.org/wikipedia/commons/e/e1/Duke_Athletics_logo.svg
1082,1082,University of Wisconsin–Superior,Yellow Jackets,Superior,WI,Upper Midwest Athletic Conference,3,/wiki/Georgia_Tech_Yellow_Jackets,https://upload.wikimedia.org/wikipedia/commons/b/bf/Georgia_Tech_Yellow_Jackets_logo.svg
1083,1083,University of Wisconsin–Whitewater,Warhawks,Whitewater,WI,Wisconsin Intercollegiate Athletic Conference,3,/wiki/Louisiana%E2%80%93Monroe_Warhawks,https://upload.wikimedia.org/wikipedia/en/c/c9/Louisiana-Monroe_Warhawks_logo.svg
1084,1084,Wittenberg University,Tigers,Springfield,OH,North Coast Athletic Conference,3,/wiki/Pacific_Tigers,https://upload.wikimedia.org/wikipedia/en/5/5e/Pacific_Tigers_logo.svg
1085,1085,College of Wooster,Fighting Scots,Wooster,OH,North Coast Athletic Conference,3,,
1086,1086,Worcester Polytechnic Institute,Engineers,Worcester,MA,New England Women's and Men's Athletic Conference,3,,
1087,1087,Worcester State University,Lancers,Worcester,MA,Massachusetts State Collegiate Athletic Conference,3,/wiki/Longwood_Lancers,https://upload.wikimedia.org/wikipedia/en/5/5f/Longwood_Lancers_logo.svg
1088,1088,Yeshiva University,Maccabees,New York,NY,Skyline Conference,3,,
1089,1089,"York College, City University of New York",Cardinals,Queens,NY,City University of New York Athletic Conference,3,/wiki/University_of_the_Incarnate_Word_Cardinals,https://upload.wikimedia.org/wikipedia/en/e/ea/Incarnate_Word_Cardinals_logo.svg
1090,1090,York College of Pennsylvania,Spartans,York,PA,MAC Commonwealth,3,/wiki/USC_Upstate_Spartans,https://upload.wikimedia.org/wikipedia/commons/8/8e/USC_Upstate_Spartans_logo.svg
